corpus,drama,figure_surface,figure_id,Gender,Age
dollhouse,1,,kinder,,
dollhouse,1,Helmer,helmer,,
dollhouse,1,Krogstad,krogstad,,
dollhouse,1,,hausmaedchen,,
dollhouse,1,Frau Linde,frau_linde,,
dollhouse,1,Nora,nora,,
dollhouse,1,Nurse,kinderfrau,,
dollhouse,1,Rank,rank,,
dollhouse,1,,dienstmann,,
